classe_bilan_dpe,code_departement_insee,annee_construction_dpe,version,surface_habitable_logement,type_installation_chauffage,type_energie_chauffage,type_generateur_chauffage,type_generateur_chauffage_anciennete,nb_generateur_chauffage,nb_installation_chauffage,type_generateur_climatisation,type_generateur_climatisation_anciennete,type_installation_ecs,type_energie_ecs,type_generateur_ecs,type_generateur_ecs_anciennete,ecs_solaire,nb_generateur_ecs,nb_installation_ecs,plusieurs_facade_exposee,type_ventilation,type_production_energie_renouvelable,type_vitrage,type_materiaux_menuiserie,type_gaz_lame,type_fermeture,vitrage_vir,surface_vitree_nord,surface_vitree_sud,surface_vitree_ouest,surface_vitree_est,traversant,facteur_solaire_baie_vitree,presence_balcon,l_orientation_baie_vitree,type_isolation_mur_exterieur,materiaux_structure_mur_exterieur,epaisseur_structure_mur_exterieur,surface_mur_totale,surface_mur_exterieur,surface_mur_deperditif,local_non_chauffe_principal_mur,l_orientation_mur_exterieur,type_isolation_plancher_bas,type_plancher_bas_deperditif,surface_plancher_bas_totale,surface_plancher_bas_deperditif,local_non_chauffe_principal_plancher_bas,type_adjacence_principal_plancher_bas,type_isolation_plancher_haut,type_plancher_haut_deperditif,surface_plancher_haut_totale,surface_plancher_haut_deperditif,local_non_chauffe_principal_plancher_haut,type_adjacence_principal_plancher_haut,type_porte,surface_porte,classe_inertie
C,33.0,0,2.1,51.89,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,pvc,air sec,abscence de fermeture pour la baie vitrée,0.0,5.0,3.52,26.09274928090764,23.617383507017973,nord sud,0.44,0.0,2.0,ITI,murs en pierre de taille et moellons avec remplissage tout venant,50.0,62.75,35.75,35.75,unknown,2.0,inconnu,unknown,52.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITI,plafond en plaque de plâtre,51.89,51.89,comble fortement ventilé,comble fortement ventilé,unknown,7.928796003151214,Légère
C,95.0,1949,2.1,76.4,collectif,bois,chaudiere bois,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,bois,argon ou krypton,abscence de fermeture pour la baie vitrée,0.0,20.04097566956837,24.590677428633388,2.59,3.895,est ouest,0.47,0.0,2.0,ITI,murs en pierre de taille et moellons constitué d'un seul matériaux,40.0,61.423,61.423,61.423,unknown,3.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,ITI,combles aménagés sous rampant,53.617,53.617,locaux non chauffés non accessible,extérieur,toute menuiserie porte isolée avec double vitrage,1.6,Lourde
C,49.0,2004,2.1,60.8,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),0.0,20.04097566956837,9.84,0.64,23.617383507017973,non traversant,0.46,0.0,2.0,ITI,murs en blocs de béton creux,25.0,44.53,32.89,32.89,circulation sans ouverture directe sur l'extérieur,2.0,ITE,dalle béton,60.8,60.8,garage,garage,non isole,unknown,60.8,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en bois porte opaque pleine,1.86,Lourde
C,21.0,0,2.1,64.0,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),0.0,1.74,24.590677428633388,26.09274928090764,6.72,90°,0.44,0.0,2.0,ITI,murs en béton banché,20.0,60.04,46.94,46.94,circulation sans ouverture directe sur l'extérieur,2.0,inconnu,dalle béton,64.0,64.0,unknown,terre-plein,non isole,unknown,64.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),toute menuiserie porte opaque pleine isolée,2.0,Moyenne
C,82.0,2014,2.1,52.18,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,"Persienne coulissante ou volet battant PVC, volet battant bois (e ≤ 22 mm)",1.0,0.45,7.59,53.43,27.63,est ouest,0.38,1.0,4.0,ITI,inconnu,20.0,620.435,620.435,620.435,unknown,1.0,ITR,inconnu,214.1,214.1,unknown,extérieur,ITI,inconnu,213.95,213.95,locaux non chauffés non accessible,locaux non chauffés non accessible,toute menuiserie porte opaque pleine isolée,23.44,Moyenne
C,76.0,2012,2.1,34.5,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),0.0,1.17,24.590677428633388,1.95,23.617383507017973,est ouest,0.44,0.0,2.0,ITI,murs en blocs de béton creux,23.0,13.24,10.31,13.24,circulation sans ouverture directe sur l'extérieur,3.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,unknown,7.928796003151214,Légère
C,75.0,1947,2.1,43.01,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,bois,argon ou krypton,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",1.0,20.04097566956837,24.590677428633388,26.09274928090764,5.19,non traversant,0.4,0.0,1.0,non isole,murs en pierre de taille et moellons constitué d'un seul matériaux,50.0,77.47,13.31,21.43,circulation avec ouverture directe sur l'extérieur,1.0,non isole,unknown,43.01,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,43.01,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),autre type de porte,2.5,Légère
C,78.0,1989,2.1,17.55,collectif,electricite,pac air/eau,neuf,1.0,1.0,unknown,unknown,collectif,electricite,ecs thermodynamique electrique(pac ou ballon),neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,triple vitrage,métal avec rupture de pont thermique,air sec,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,2.4,24.590677428633388,3.7,23.617383507017973,est ouest,0.42,0.0,2.0,ITE+ITR,autre matÃ©riau non rÃ©pertoriÃ©,8.0,24.0,14.9,24.0,circulation avec ouverture directe sur l'extérieur,2.0,non isole,unknown,17.55,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITE,plafond entre solives bois avec ou sans remplissage,17.55,17.55,unknown,extérieur,porte simple en bois porte opaque pleine,1.9,Moyenne
C,30.0,1975,2.1,58.2,collectif,gaz,chaudiere gaz,très ancien,2.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation naturelle par conduit,unknown,double vitrage,pvc,argon ou krypton,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",1.0,20.04097566956837,24.590677428633388,6.7725,3.8925,est ouest,0.39,0.0,2.0,non isole,murs en béton banché,27.5,68.565,27.31,27.31,circulation sans ouverture directe sur l'extérieur,2.0,inconnu,unknown,58.2,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),inconnu,unknown,58.2,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en métal porte avec 30-60% de double vitrage,1.7425,Très Lourde
C,76.0,1975,2.0,53.91,collectif,reseau de chaleur,reseau de chaleur,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation naturelle par conduit,unknown,double vitrage,pvc,argon ou krypton,abscence de fermeture pour la baie vitrée,1.0,3.976,10.8546,26.09274928090764,23.617383507017973,nord sud,0.38,0.0,2.0,ITI,murs en blocs de béton pleins,30.0,24.1564,12.41,24.1564,circulation sans ouverture directe sur l'extérieur,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,toute menuiserie porte précédée d’un sas,1.6,Lourde
C,93.0,1965,2.1,61.1500015258789,individuel,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,neuf,0.0,1.0,1.0,0.0,Ventilation mécanique double flux,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),1.0,20.04097566956837,24.590677428633388,8.4,23.617383507017973,non traversant,0.38,0.0,1.0,ITI,murs en blocs de béton pleins,35.0,22.1,22.1,22.1,unknown,1.0,inconnu,dalle béton,61.0,61.0,unknown,sous-sol non chauffé,ITI,plafond entre solives bois avec ou sans remplissage,61.0,61.0,comble faiblement ventilé,comble faiblement ventilé,porte simple en pvc porte opaque pleine,2.0,Légère
C,54.0,1968,2.0,71.6,individuel,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,neuf,0.0,1.0,1.0,0.0,Ventilation mécanique double flux,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),0.0,5.5,8.01,26.09274928090764,23.617383507017973,nord sud,0.44,0.0,2.0,ITI,murs en blocs de béton creux,20.0,58.05,49.89,58.05,circulation sans ouverture directe sur l'extérieur,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,toute menuiserie porte précédée d’un sas,1.94,Légère
C,49.0,1991,2.1,41.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,pvc,air sec,Volet roulant PVC ( e ≤ 12 mm),1.0,20.04097566956837,6.75,26.09274928090764,23.617383507017973,non traversant,0.38,0.0,1.0,ITI,murs en béton banché,20.0,19.038,10.674,19.038,circulation sans ouverture directe sur l'extérieur,1.0,non isole,unknown,41.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITE,dalle béton,41.0,10.224,unknown,local non déperditif ( local à usage d'habitation chauffé),toute menuiserie porte opaque pleine isolée,1.8,Lourde
C,13.0,2005,2.1,47.76,individuel,electricite,pac air/air,ancien,1.0,1.0,pac air/air,ancien,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,métal avec rupture de pont thermique,air sec,Volet roulant PVC ( e ≤ 12 mm),0.0,20.04097566956837,6.42,26.09274928090764,23.617383507017973,non traversant,0.56,1.0,1.0,ITI,murs en béton banché,20.0,106.67,18.18,46.41,circulation sans ouverture directe sur l'extérieur,1.0,inconnu,unknown,47.76,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITI,plafond avec ou sans remplissage,47.76,47.76,comble faiblement ventilé,comble faiblement ventilé,porte simple en bois porte opaque pleine,1.9,Légère
C,30.0,1991,2.0,29.2800006866455,individuel,electricite,pac air/air,neuf,1.0,1.0,pac air/air,neuf,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),0.0,0.96,5.24,26.09274928090764,23.617383507017973,nord sud,0.56,1.0,2.0,ITI,murs en béton banché,20.0,20.86,20.86,20.86,unknown,3.0,ITI,dalle béton,29.28,29.28,unknown,terre-plein,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,toute menuiserie porte opaque pleine isolée,1.98,Moyenne
C,60.0,1995,2.0,66.0,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,inconnu,abscence de fermeture pour la baie vitrée,0.0,2.68,24.590677428633388,26.09274928090764,4.7678,90°,0.44,0.0,2.0,ITI,murs en béton banché,20.0,54.4014,29.1303,54.4014,circulation sans ouverture directe sur l'extérieur,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,1.845,Moyenne
C,68.0,1985,2.1,60.0,individuel,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,neuf,0.0,1.0,1.0,0.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,pvc,air sec,Volet roulant PVC ( e ≤ 12 mm),0.0,20.04097566956837,24.590677428633388,11.52,23.617383507017973,non traversant,0.46,0.0,1.0,non isole,murs en béton banché,30.0,21.18,12.98,21.18,circulation sans ouverture directe sur l'extérieur,1.0,non isole,unknown,60.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),inconnu,combles aménagés sous rampant,39.575,39.575,comble faiblement ventilé,comble faiblement ventilé,porte simple en bois porte opaque pleine,2.05,Lourde
C,34.0,0,2.1,33.0,individuel,electricite,pac air/air,neuf,1.0,1.0,pac air/air,ancien,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,abscence de fermeture pour la baie vitrée,1.0,20.04097566956837,24.590677428633388,26.09274928090764,5.57,non traversant,0.35,0.0,1.0,ITI,murs en pierre de taille et moellons constitué d'un seul matériaux,20.0,25.76,25.76,25.76,unknown,2.0,inconnu,inconnu,24.6,24.6,unknown,terre-plein,ITI,combles aménagés sous rampant,24.6,24.6,unknown,extérieur,unknown,7.928796003151214,Légère
C,77.0,2009,2.1,43.45,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,2.0,2.0,1.0,Ventilation mécanique à extraction hygroréglable,solaire photovoltaïque,double vitrage,pvc,argon ou krypton,"Persienne coulissante ou volet battant PVC, volet battant bois (e ≤ 22 mm)",1.0,47.28,46.18,62.7,53.76,tout azimut,0.38,1.0,4.0,ITI,murs en béton banché,22.5,996.39,601.08,601.08,circulation sans ouverture directe sur l'extérieur,1.0,ITE,dalle béton,504.39,504.39,unknown,sous-sol non chauffé,ITE,plafond en plaque de plâtre,497.23,497.23,locaux non chauffés non accessible,locaux non chauffés non accessible,autre type de porte,50.97,Lourde
C,67.0,1961,2.0,29.14,collectif,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,collectif,gaz,chaudiere gaz,neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,solaire photovoltaïque,double vitrage,bois,argon ou krypton,"Persienne coulissante ou volet battant PVC, volet battant bois (e ≤ 22 mm)",1.0,20.04097566956837,40.0,80.0,93.0,tout azimut,0.43,0.0,3.0,ITI,inconnu,20.0,675.13,675.13,675.13,unknown,2.0,ITI,voutains sur solives métalliques,277.23,277.23,locaux non chauffés non accessible,sous-sol non chauffé,ITI,plafond bois sous solives bois,286.26,286.26,locaux non chauffés non accessible,locaux non chauffés non accessible,unknown,7.928796003151214,Moyenne
C,61.0,1966,2.0,74.0,collectif,reseau de chaleur,reseau de chaleur,unknown,1.0,1.0,unknown,unknown,collectif,reseau de chaleur,reseau de chaleur,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,air sec,Volet roulant PVC ( e > 12 mm),0.0,20.04097566956837,24.590677428633388,7.9768,8.8438,est ouest,0.44,1.0,2.0,ITE,murs en blocs de béton creux,20.0,50.2631,48.2544,50.2631,"espace tampon solarisé (véranda,loggia fermée)",3.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,1.2663,Légère
C,33.0,0,2.1,87.26,individuel,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,2.0,2.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,pvc,air sec,abscence de fermeture pour la baie vitrée,1.0,20.04097566956837,9.52,26.09274928090764,4.76,90°,0.38,0.0,2.0,non isole,murs en pierre de taille et moellons constitué d'un seul matériaux,25.0,139.34,57.27,57.27,circulation sans ouverture directe sur l'extérieur,2.0,non isole,plancher bois sur solives bois,90.0,90.0,unknown,bâtiment ou local à usage autre que d'habitation,non isole,unknown,90.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),autre type de porte,1.9,Moyenne
C,66.0,1948,2.1,32.9799995422363,collectif,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Extracteur mécanique sur conduit non modifié de ventilation naturelle existante,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",1.0,20.04097566956837,24.590677428633388,6.21,23.617383507017973,non traversant,0.44,0.0,1.0,non isole,murs en pierre de taille et moellons constitué d'un seul matériaux,45.0,24.2622,11.2794,11.2794,unknown,1.0,non isole,unknown,32.98,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,32.98,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en pvc porte avec moins de 30% de vitrage simple,1.9596,Lourde
C,44.0,2011,2.0,68.44,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,solaire photovoltaïque,double vitrage,pvc,air sec,"Persienne coulissante ou volet battant PVC, volet battant bois (e ≤ 22 mm)",0.0,2.07,5.67,26.09274928090764,23.617383507017973,nord sud,0.46,0.0,2.0,ITI,murs en béton banché,20.0,51.68,38.51,51.68,circulation avec ouverture directe sur l'extérieur,1.0,ITI,dalle béton,68.44,68.44,unknown,terre-plein,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,toute menuiserie porte opaque pleine isolée,1.83,Lourde
C,44.0,2017,2.1,64.0,individuel,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,solaire photovoltaïque,double vitrage,pvc,argon ou krypton,"Persienne coulissante ou volet battant PVC, volet battant bois (e ≤ 22 mm)",1.0,32.86,85.95,26.09274928090764,23.617383507017973,nord sud,0.39,0.0,2.0,ITI,béton cellulaire,20.0,594.71,447.69,594.71,hall d'entrée avec dispositif de fermeture automatique,1.0,ITI,dalle béton,229.3,229.3,hall,terre-plein,ITR,dalle béton,229.3,229.3,unknown,extérieur,toute menuiserie porte opaque pleine isolée,15.48,Légère
C,75.0,1840,1.0,70.35,individuel,gaz,chaudiere gaz,très ancien,1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,0.0,Système de ventilation par entrées d’air hautes et basses,unknown,double vitrage,bois,air sec,"Persienne coulissante ou volet battant PVC, volet battant bois (e ≤ 22 mm)",0.0,8.55,24.590677428633388,26.09274928090764,23.617383507017973,non traversant,0.55,0.0,1.0,non isole,murs en briques pleines simples,23.0,3.95,3.95,3.95,unknown,1.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,unknown,7.928796003151214,Légère
C,66.0,2010,2.1,53.17,individuel,electricite,pac air/air,récent(<15ans),2.0,2.0,pac air/eau,récent(<15ans),individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,2.84,2.74,3.78,23.617383507017973,tout azimut,0.44,0.0,3.0,ITI,murs en blocs de béton creux,20.0,42.25,27.21,42.25,circulation sans ouverture directe sur l'extérieur,3.0,non isole,unknown,53.17,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITI,plafond bois sous solives métalliques,53.17,53.17,comble faiblement ventilé,comble faiblement ventilé,porte simple en bois porte opaque pleine,2.08,Moyenne
C,83.0,1948,2.1,48.04,individuel,bois,poele ou insert bois,récent(<15ans),1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation par ouverture des fenêtres,unknown,double vitrage,pvc,argon ou krypton,"Persienne coulissante ou volet battant PVC, volet battant bois (e > 22 mm)",1.0,0.78,24.590677428633388,0.64,1.911,tout azimut,0.38,0.0,3.0,ITI,murs en pierre de taille et moellons constitué d'un seul matériaux,35.0,122.54398,8.4842,38.5289,circulation sans ouverture directe sur l'extérieur,1.0,non isole,unknown,48.34,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),isole,plafond en plaque de plâtre,48.34,48.34,comble faiblement ventilé,comble faiblement ventilé,porte simple en bois porte opaque pleine,2.4029,Moyenne
C,64.0,2015,2.1,66.2789993286133,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,métal avec rupture de pont thermique,air sec,"Persienne coulissante ou volet battant PVC, volet battant bois (e > 22 mm)",1.0,14.22,24.590677428633388,26.09274928090764,23.617383507017973,non traversant,0.41,0.0,1.0,isole,murs en blocs de béton creux,20.0,27.06,27.06,27.06,unknown,2.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,isole,"plafond lourd type entrevous terre-cuite, poutrelles béton",70.0,70.0,comble très faiblement ventilé,extérieur,unknown,7.928796003151214,Légère
C,33.0,1901,2.1,24.0,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,bois,air sec,abscence de fermeture pour la baie vitrée,0.0,20.04097566956837,1.05,26.09274928090764,23.617383507017973,non traversant,0.47,0.0,1.0,ITI,murs en pierre de taille et moellons avec remplissage tout venant,50.0,53.85,6.1,6.1,circulation sans ouverture directe sur l'extérieur,2.0,non isole,unknown,24.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITI,combles aménagés sous rampant,22.95,22.95,unknown,extérieur,porte simple en pvc porte opaque pleine,1.69,Légère
C,92.0,0,2.1,64.4,collectif,gaz,chaudiere gaz,neuf,1.0,1.0,unknown,unknown,collectif,gaz,chaudiere gaz,neuf,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),1.0,1.85,24.590677428633388,7.91,3.42,tout azimut,0.38,1.0,3.0,ITI,murs en béton banché,20.0,30.42,28.82,28.82,circulation sans ouverture directe sur l'extérieur,3.0,non isole,unknown,63.7,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,63.7,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),toute menuiserie porte opaque pleine isolée,1.9,Lourde
C,75.0,1979,2.1,45.0,collectif,electricite,pac air/air,neuf,1.0,1.0,unknown,unknown,collectif,reseau de chaleur,reseau de chaleur,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique auto réglable « avant 1982 »,unknown,double vitrage,métal avec rupture de pont thermique,argon ou krypton,"Fermeture sans ajours en position déployée, volets roulants alu",0.0,20.04097566956837,2.31,2.55,23.617383507017973,est ouest,0.48,0.0,2.0,inconnu,murs en béton banché,225.0,7.54,7.54,7.54,unknown,2.0,non isole,unknown,45.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,dalle béton,45.0,9.65,unknown,local non déperditif ( local à usage d'habitation chauffé),unknown,7.928796003151214,Lourde
C,13.0,1900,2.1,99.92,individuel,electricite,generateurs a effet joule,unknown,1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,0.0,Ventilation mécanique auto réglable « après 1982 »,unknown,double vitrage,bois,argon ou krypton,"Jalousie accordéon, fermeture à lames orientables y compris les vénitiens extérieurs tout métal, volets battants ou persiennes avec ajours fixes",1.0,20.04097566956837,12.712,26.09274928090764,23.617383507017973,non traversant,0.4,0.0,1.0,inconnu,murs en pierre de taille et moellons constitué d'un seul matériaux,60.0,142.3118,32.65,46.0868,circulation avec ouverture directe sur l'extérieur,1.0,non isole,unknown,99.92,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),ITE,combles aménagés sous rampant,97.108,24.838,unknown,local non déperditif ( local à usage d'habitation chauffé),toute menuiserie porte opaque pleine isolée,1.8382,Légère
C,80.0,2008,1.0,44.78,collectif,electricite,pac geothermique,récent(<15ans),1.0,1.0,unknown,unknown,individuel,electricite,ballon accumulation electrique,unknown,0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),0.0,4.76,24.590677428633388,26.09274928090764,23.617383507017973,non traversant,0.44,0.0,1.0,ITI,murs en blocs de béton creux,23.0,31.79,24.04,31.79,circulation avec ouverture directe sur l'extérieur,1.0,unknown,unknown,122.06006214642329,155.00437590958984,unknown,unknown,unknown,unknown,113.84334171857029,151.9929136538324,unknown,unknown,porte simple en bois porte opaque pleine,1.85,Légère
C,59.0,2011,2.1,61.64,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation mécanique à extraction hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e > 12 mm),1.0,2.4,7.82,26.09274928090764,23.617383507017973,nord sud,0.41,0.0,2.0,inconnu,murs en béton banché,225.0,61.66,61.66,61.66,unknown,2.0,inconnu,dalle béton,35.0,35.0,unknown,terre-plein,inconnu,inconnu,35.0,35.0,unknown,extérieur,autre type de porte,2.12,Légère
C,73.0,0,2.1,66.0,individuel,gaz,chaudiere gaz,récent(<15ans),1.0,1.0,unknown,unknown,individuel,gaz,chaudiere gaz,récent(<15ans),0.0,1.0,1.0,1.0,Ventilation mécanique gaz hygroréglable,unknown,double vitrage,pvc,argon ou krypton,Volet roulant PVC ( e ≤ 12 mm),0.0,2.88,24.590677428633388,6.93,4.02,tout azimut,0.46,1.0,3.0,ITI,murs en béton banché,20.0,83.9344,41.314,41.314,circulation sans ouverture directe sur l'extérieur,3.0,non isole,unknown,66.0,155.00437590958984,unknown,local non déperditif ( local à usage d'habitation chauffé),non isole,unknown,66.0,151.9929136538324,unknown,local non déperditif ( local à usage d'habitation chauffé),porte simple en pvc porte avec 30-60% de vitrage simple,1.85,Lourde
